text,bio,pola
实 在 的 规 格 配 置 从 配 置 来 看,O O O B-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 1 1 1 1 0 0 0 0 0
本 人 感 觉 它 的 搭 配 还 是 比 较 均 衡 的,O O O O O O B-ASP I-ASP O O O O O O O,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
键 盘 的 手 感 偏 软,B-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 0 0
键 程 也 设 计 得 比 较 短,B-ASP I-ASP O O O O O O O,-1 -1 0 0 0 0 0 0 0
的 扬 声 器 音 质 并 不 十 分 令 人 满 意,O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O O O,0 -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0
音 质 显 得 有 些 浑 浊,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
不 过 该 显 示 屏 的 显 示 质 量 并 非 想 象 中 的 好,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0 0
亮 度 和 对 比 度 较 低,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
可 视 角 度 也 较 小,B-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 0 0 0
但 良 好 的 整 体 效 果 感 觉 整 齐 干 净,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 1 1 1 1 0 0 0 0 0 0
独 特 的 人 脸 识 别 功 能 很 有 趣,O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 1 1 1 1 1 1 0 0 0
识 别 率 令 人 满 意,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
键 盘 的 手 感 比 较 清 晰,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 1 0 0 0 0
不 过 键 与 键 之 间 的 缝 隙 比 较 大,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
人 脸 识 别 目 前 还 不 是 非 常 严 谨,B-ASP I-ASP I-ASP I-ASP O O O O O O O O O,-1 -1 -1 -1 0 0 0 0 0 0 0 0 0
数 据 处 理 能 力 很 强 劲,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 1 0 0 0
但 拥 有 的 高 速 二 级 缓 存,O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 1 1 1 1
是 目 前 笔 记 本 中 内 存 配 置 最 高 的,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 0 0 1 1 1 1 0 0 0
而 且 在 这 么 大 的 屏 幕 尺 寸 下 它 的 重 量 也 控 制 的 很 好,O O O O O O O O O O O O O O B-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
可 操 作 性 良 好,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
扩 展 功 能 超 强,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
按 键 的 弹 性 较 好,B-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 0 0
各 种 接 口 一 应 俱 全,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
这 种 在 笔 记 本 上 集 成 的 声 道 音 响 系 统 还 是 比 较 少 见 的,O O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0
体 积 太 大,B-ASP I-ASP O O,-1 -1 0 0
移 动 性 不 强,B-ASP I-ASP I-ASP O O,-1 -1 -1 0 0
价 格 高 昂,B-ASP I-ASP O O,-1 -1 0 0
这 些 画 面 都 是 在 屏 幕 比 例 下 显 示 效 果 是 最 佳 的,O O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
体 积 较 大,B-ASP I-ASP O O,-1 -1 0 0
但 是 快 捷 键 并 没 有 提 供 很 多,O O B-ASP I-ASP I-ASP O O O O O O O,0 0 -1 -1 -1 0 0 0 0 0 0 0
的 电 池 模 块 容 量 很 大,O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 -1 -1 -1 -1 -1 -1 0 0
设 计 不 错,B-ASP I-ASP O O,1 1 0 0
这 是 因 为 的 屏 幕 分 辨 率 太 高 了,O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 1 1 1 1 1 0 0 0
屏 幕 的 分 辨 率 过 高 对 于 一 般 的 应 用 会 带 来 一 些 麻 烦,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O,-1 -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
电 池 模 块 也 要 比 一 般 的 产 品 重,B-ASP I-ASP I-ASP I-ASP O O O O O O O O O,-1 -1 -1 -1 0 0 0 0 0 0 0 0 0
给 人 一 种 淡 雅 舒 适 的 视 觉 感 受,O O O O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 0 0 0 1 1 1 1
以 柔 美 身 段 来 展 现 优 美 的 姿 态,O O O B-ASP I-ASP O O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0 0
工 艺 细 节 处 理 相 当 到 位,B-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 0 0 0 0 0 0
人 性 化 设 计 让 使 用 更 方 便 上 面 已 经 提 到,O O O B-ASP I-ASP O O O O O O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
虽 然 这 款 本 本 的 外 表 做 工 已 经 相 当 出 色 了,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0
但 价 格 也 不 菲,O B-ASP I-ASP O O O,0 -1 -1 0 0 0
效 果 真 的 不 敢 恭 维,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
一 沉 稳 大 气 的 外 观 设 计,O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 1 1 1 1
快 捷 按 钮 和 触 控 板 的 设 计 都 显 得 很 大 气,B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
二 高 规 格 的 主 流 配 置,O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 1 1
三 舒 适 方 便 的 使 用 感 觉,O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 1 1 1 1
使 用 的 手 感 良 好,O O O O O B-ASP I-ASP,0 0 0 0 0 1 1
无 声 的 按 键 设 计 让 使 用 这 款 笔 记 本 更 安 静,O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O,0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
接 口 设 计 丰 富,B-ASP I-ASP O O O O,1 1 0 0 0 0
四 电 池 的 使 用 时 间 方 面 不 尽 如 人 意,O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O O,0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0 0 0
五 大 量 使 用 工 程 塑 料 材 质 导 致 机 身 强 度 稍 差,O O O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 0
散 热 较 差,B-ASP I-ASP O O,-1 -1 0 0
使 得 热 量 控 制 方 面 具 体 表 现 为 温 度 均 衡 性 稍 有 欠 缺,O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O,0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
使 得 外 壳 变 得 更 加 耐 磨,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
第 五 点 全 尺 寸 的 键 盘 手 感 很 好,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 1 1 1 1 0 0
每 个 按 键 之 间 距 离 适 当,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 1 1 1 1 1 1 0 0
肯 定 有 出 色 的 性 能,O O O O O O B-ASP I-ASP,0 0 0 0 0 0 1 1
配 置 也 相 当 不 错,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
中 间 的 屏 幕 转 轴 不 是 很 好,O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 -1 -1 -1 -1 0 0 0 0
价 格 相 对 贵 了 一 点,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
显 存 太 小,B-ASP I-ASP O O,-1 -1 0 0
如 此 高 的 价 位 却 未 能 具 备 这 种 实 用 的 功 能,O O O O B-ASP I-ASP O O O O O O O O O O O O,0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0
对 声 效 系 统 非 常 满 意 第 一,O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 1 1 1 1 0 0 0 0 0 0
说 明 配 置 的 液 晶 屏 的 速 度 比 较 慢,O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 -1 -1 -1 -1 -1 -1 0 0 0
那 个 随 机 的 驱 动 程 序 盘 更 加 令 人 不 理 解,O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 -1 -1 -1 -1 -1 0 0 0 0 0 0 0
显 示 系 统 很 不 满 意,B-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 0 0 0 0
经 常 有 画 面 不 流 畅,O O O B-ASP I-ASP O O O,0 0 0 -1 -1 0 0 0
所 以 这 个 宽 屏 很 不 实 用,O O O O B-ASP I-ASP O O O O,0 0 0 0 -1 -1 0 0 0 0
宽 屏 时 尚 小 巧 的 体 积,O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 1 1
万 像 素 的 摄 像 头 的 效 果 还 是 不 错 的,O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 1 1 1 1 1 1 0 0 0 0 0
但 是 出 色 的 显 示 效 果 以 及 相 比 屏 幕 更 宽 的 尺 寸 在 使 用 过 程 中 更 加 的 舒 适,O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O O O O O O O,0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
丰 富 的 接 口,O O O B-ASP I-ASP,0 0 0 1 1
这 个 设 计 相 当 的 人 性 化,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
用 了 段 时 间 的 感 觉 最 不 利 的 是 机 子 的 发 热 量 高,O O O O O O O O O O O O O O O O B-ASP I-ASP I-ASP O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
速 度 虽 提 高 了 不 少,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
但 却 带 来 了 较 高 的 发 热 量 和 噪 音,O O O O O O O O B-ASP I-ASP I-ASP O O O,0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0
电 池 待 机 时 间 短,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O,-1 -1 -1 -1 -1 -1 0
这 么 短 的 待 机 时 间,O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 -1 -1 -1 -1
致 使 机 身 尺 寸 稍 大,O O B-ASP I-ASP I-ASP I-ASP O O,0 0 -1 -1 -1 -1 0 0
完 美 外 观,O O B-ASP I-ASP,0 0 1 1
四 角 的 橡 胶 防 滑 垫 硬 度 适 中,O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 0 1 1 1 1 1 1 1 0 0
外 壳 的 手 感 和 实 际 操 作 起 来 的 感 觉 都 相 当 不 错,O O O B-ASP I-ASP O O O O O O O O O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
手 感 柔 滑 爽 快,B-ASP I-ASP O O O O,1 1 0 0 0 0
强 大 商 务 扩 展 功 能,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,0 0 1 1 1 1 1 1
布 局 非 常 合 理,B-ASP I-ASP O O O O,1 1 0 0 0 0
独 到 的 功 能 支 持,O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 1 1 1 1
独 有 的 高 透 射 及 逼 真 的 色 彩 饱 和 度,O O O O B-ASP I-ASP O O O O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
电 池 明 显 续 航 能 力 不 足,O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 -1 -1 -1 -1 0 0
最 重 要 的 是 便 携 性 能 好,O O O O O B-ASP I-ASP I-ASP I-ASP O,0 0 0 0 0 1 1 1 1 0
觉 得 这 个 屏 幕 尺 寸 是 最 佳 选 择 了,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 1 1 1 1 0 0 0 0 0 0
笔 记 本 以 良 好 做 工,O O O O O O B-ASP I-ASP,0 0 0 0 0 0 1 1
出 色 性 能,O O B-ASP I-ASP,0 0 1 1
完 善 售 后 服 务 著 称,O O B-ASP I-ASP I-ASP I-ASP O O,0 0 1 1 1 1 0 0
优 点 外 观 亲 切 感 十 足,O O B-ASP I-ASP O O O O O,0 0 1 1 0 0 0 0 0
英 寸 的 屏 幕 显 得 宽 大 而 又 结 实,O O O B-ASP I-ASP O O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0 0
但 外 壳 四 周 流 畅 线 条,O B-ASP I-ASP O O O O O O,0 1 1 0 0 0 0 0 0
播 放 音 乐 时 音 质 明 显 比 普 通 扬 声 器 要 好,O O O O O B-ASP I-ASP O O O O O O O O O O,0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
音 色 相 对 比 较 饱 满,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
声 音 饱 满 震 撼,B-ASP I-ASP O O O O,1 1 0 0 0 0
不 俗 硬 件 配 置,O O B-ASP I-ASP I-ASP I-ASP,0 0 1 1 1 1
软 件 丰 富,B-ASP I-ASP O O,1 1 0 0
键 盘 手 感 好,B-ASP I-ASP I-ASP I-ASP O,1 1 1 1 0
用 一 些 软 件 测 了 一 下 各 方 面 性 能 都 很 好,O O O O O O O O O O O O B-ASP I-ASP O O O,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
都 能 达 到 很 好 的 效 果,O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 1 1
机 子 的 噪 音 不 大,O O O B-ASP I-ASP O O,0 0 0 1 1 0 0
屏 幕 的 亮 度 很 好,B-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 0 0
内 置 的 摄 像 头 效 果 也 还 不 错,O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 1 1 1 1 1 0 0 0 0
机 器 的 一 些 快 捷 键 和 自 带 的 一 些 软 件 也 都 还 好 用,O O O O O B-ASP I-ASP I-ASP O O O O O O O O O O O O O,0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
接 口 也 都 齐 全,B-ASP I-ASP O O O O,1 1 0 0 0 0
光 驱 读 碟 也 快,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
性 价 比 还 高,B-ASP I-ASP I-ASP O O,1 1 1 0 0
噪 音 比 较 大,B-ASP I-ASP O O O,-1 -1 0 0 0
体 积 有 些 大,B-ASP I-ASP O O O,-1 -1 0 0 0
图 象 显 示 能 力 也 非 常 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 1 1 0 0 0 0 0
时 尚 的 外 观,O O O B-ASP I-ASP,0 0 0 1 1
婀 娜 轻 盈 的 体 形 看 起 来 很 是 舒 服,O O O O O B-ASP I-ASP O O O O O O O,0 0 0 0 0 1 1 0 0 0 0 0 0 0
机 器 厚 度 很 小,O O B-ASP I-ASP O O,0 0 1 1 0 0
而 且 重 量 较 轻,O O B-ASP I-ASP O O,0 0 1 1 0 0
诸 多 的 接 口 使 得 机 器 接 口 齐 全,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 1 1 1 1 0 0
表 面 粗 糙 程 度 适 中,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 1 0 0
音 响 效 果 不 错,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
这 款 机 器 的 散 热 是 不 错 的,O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 1 1 0 0 0 0
但 总 体 看 显 示 屏 还 可 以,O O O O B-ASP I-ASP I-ASP O O O,0 0 0 0 1 1 1 0 0 0
这 款 机 的 外 形 还 是 很 不 错 的,O O O O B-ASP I-ASP O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0
整 体 给 人 感 觉 比 较 稳 重 大 方,B-ASP I-ASP O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0
接 口 也 比 较 丰 富,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
浏 览 网 页 和 打 开 速 度 也 很 快,O O O O O O O B-ASP I-ASP O O O,0 0 0 0 0 0 0 1 1 0 0 0
基 本 的 操 作 性 能 还 不 错,O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 1 1 1 1 0 0 0
性 能 和 操 作 的 舒 适 度 还 不 错,B-ASP I-ASP O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0
他 的 各 种 接 口 的 排 列 也 很 好,O O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 1 1 1 1 1 0 0 0
在 液 晶 屏 靠 近 底 座 的 正 中 间 位 置 温 度 非 常 高,O O O O O O O O O O O O O O B-ASP I-ASP O O O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0
出 色 的 外 观 设 计,O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 1 1 1 1
质 感 非 常 好,B-ASP I-ASP O O O,1 1 0 0 0
不 但 使 得 转 轴 部 分 更 加 漂 亮,O O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 0 1 1 1 1 0 0 0 0
功 能 丰 富 实 用 性 强,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
独 特 的 螺 旋 声 效 喇 叭,O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 1 1
除 了 音 量 较 小 以 外,O O B-ASP I-ASP O O O O,0 0 -1 -1 0 0 0 0
音 质 以 及 各 中 音 效 的 表 现 都 相 当 不 错,O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0
寸 高 流 明 绚 丽 液 晶 屏,O O O O O O B-ASP I-ASP I-ASP,0 0 0 0 0 0 1 1 1
色 彩 鲜 艳,B-ASP I-ASP O O,1 1 0 0
接 口 齐 全 易 于 便 携,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
却 提 供 了 丰 富 完 备 的 接 口,O O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 0 1 1
打 字 使 用 中 感 觉 键 盘 键 程 较 短,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 -1 -1 -1 -1 0 0
键 帽 支 撑 力 度 较 弱,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 0 0
手 感 较 差,B-ASP I-ASP O O,-1 -1 0 0
散 热 风 扇 噪 音 就 比 较 明 显,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,-1 -1 -1 -1 -1 -1 0 0 0 0 0
还 有 光 驱 读 盘 噪 音 也 很 大,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 -1 -1 -1 -1 -1 -1 0 0 0
选 购 第 二 块 电 池 费 用 太 高,O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 -1 -1 -1 -1 0 0
外 观 华 丽,B-ASP I-ASP O O,1 1 0 0
的 一 个 特 点 就 是 有 一 套 非 常 棒 的 四 声 道 音 响,O O O O O O O O O O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
我 认 为 笔 记 本 上 有 这 样 的 音 响 效 果 实 在 是 非 常 出 色,O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0
镭 显 卡 的 性 能 非 常 出 色,O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,0 1 1 1 1 1 0 0 0 0
实 际 进 行 游 戏 测 试 的 时 候 也 确 实 显 示 出 强 悍 的 性 能,O O O O O O O O O O O O O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
画 面 流 畅,B-ASP I-ASP O O,1 1 0 0
的 屏 幕 支 撑 较 好,O B-ASP I-ASP O O O O,0 1 1 0 0 0 0
的 发 热 量 还 是 挺 大 的,O B-ASP I-ASP I-ASP O O O O O,0 1 1 1 0 0 0 0 0
它 不 但 噪 音 较 为 明 显 而 且 活 动 非 常 频 繁,O O O B-ASP I-ASP O O O O O O O O O O O O,0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0
显 得 灵 敏 度 略 有 欠 缺,O O B-ASP I-ASP I-ASP O O O O,0 0 -1 -1 -1 0 0 0 0
按 键 本 身 的 手 感 和 左 右 按 键 一 样 清 脆 弹 性 较 好,O O O O O B-ASP I-ASP O O O O O O O O O O O O O,0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
由 于 上 下 按 键 面 积 较 小,O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 -1 -1 -1 -1 0 0
的 重 量 对 于 这 种 笔 记 本 来 说 应 该 是 很 不 错 的 了,O B-ASP I-ASP O O O O O O O O O O O O O O O O O,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
同 时 功 耗 也 会 更 低 另 外 坏 点 也 会 更 少,O O O O O O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
但 是 色 彩 表 现 却 无 法 令 我 满 意,O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 -1 -1 -1 -1 0 0 0 0 0 0 0
但 是 在 超 过 度 的 时 候 图 像 便 开 始 失 真,O O O O O O O O O B-ASP I-ASP O O O O O,0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0
色 彩 也 开 始 变 暗,B-ASP I-ASP O O O O O,-1 -1 0 0 0 0 0
该 系 列 可 以 说 是 神 舟 的 笔 记 本 产 品 中 外 观 最 好 的 了,O O O O O O O O O O O O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
轻 薄 的 机 身,O O O B-ASP I-ASP,0 0 0 1 1
发 热 量 并 不 比 的 高,B-ASP I-ASP I-ASP O O O O O,1 1 1 0 0 0 0 0
屏 幕 和 朋 友 的 比 起 来 要 好 得 多,B-ASP I-ASP O O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0 0
而 的 表 现 就 出 色 的 多 了,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
触 摸 板 精 度 高,B-ASP I-ASP I-ASP I-ASP I-ASP O,1 1 1 1 1 0
这 个 设 计 比 较 方 便,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
虽 然 性 能 一 般,O O B-ASP I-ASP O O,0 0 -1 -1 0 0
但 是 噪 音 控 制 和 稳 定 性 都 很 好,O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 1 1 1 1 0 0 0 0 0 0 0
电 池 使 用 时 间 还 算 可 以,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 1 1 0 0 0 0
的 边 框 太 宽,O B-ASP I-ASP O O,0 -1 -1 0 0
导 致 机 身 和 其 他 品 牌 的 寸 产 品 相 比 略 大,O O B-ASP I-ASP O O O O O O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0
接 口 布 局 不 合 理,B-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 0 0 0
机 身 的 硬 度 不 是 很 够,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 -1 0 0 0 0
与 机 身 的 结 合 不 够 紧 密,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 -1 -1 0 0 0 0
总 体 感 觉 还 不 错,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
速 度 感 觉 良 好,B-ASP I-ASP O O O O,1 1 0 0 0 0
速 度 比 较 快,B-ASP I-ASP O O O,1 1 0 0 0
无 论 读 盘 能 力 兼 容 性 还 是 刻 录 速 度 方 面 都 能 让 人 满 意,O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0
手 感 不 错 不 只 俺 一 个 人 这 样 认 为 的 哦,B-ASP I-ASP O O O O O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
显 示 的 图 像 没 有 的 鲜 艳,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,-1 -1 -1 -1 -1 0 0 0 0 0
对 比 度 差 一 点,B-ASP I-ASP I-ASP O O O,-1 -1 -1 0 0 0
的 屏 幕 不 是 特 别 好,O B-ASP I-ASP O O O O O,0 -1 -1 0 0 0 0 0
即 使 它 的 分 辨 率 很 高 也 没 有 什 么 大 的 用 处,O O O O B-ASP I-ASP I-ASP O O O O O O O O O O O,0 0 0 0 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0
机 器 比 较 宽 大,B-ASP I-ASP O O O O,1 1 0 0 0 0
做 工 很 精 细,B-ASP I-ASP O O O,1 1 0 0 0
但 是 因 为 机 体 本 身 空 间 宽 松 的 原 因,O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 -1 -1 -1 -1 -1 -1 0 0 0 0 0
两 个 音 质 非 常 纯 厚 的 音 箱 分 布 在 主 机 前 端 两 侧,O O O O O O O O O B-ASP I-ASP O O O O O O O O O,0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
感 觉 音 质 中 等,O O B-ASP I-ASP O O,0 0 1 1 0 0
按 键 噪 音 比 较 小,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
回 弹 力 度 也 很 有 韧 劲,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
的 发 热 量 还 是 挺 大 的,O B-ASP I-ASP I-ASP O O O O O,0 -1 -1 -1 0 0 0 0 0
它 不 但 噪 音 较 为 明 显 而 且 活 动 非 常 频 繁,O O O B-ASP I-ASP O O O O O O O O O O O O,0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0
运 行 的 程 序 稍 微 复 杂 一 些,O O O B-ASP I-ASP O O O O O O,0 0 0 -1 -1 0 0 0 0 0 0
